code,name,description
L2,Litro por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LA,Libra por pulgada cúbica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LBR,Libra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LBT,Libra troy,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LC,Centímetro lineal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LD,Litro por día,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LE,Lite,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LEF,Hoja,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LF,Pie lineal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LH,Hora de trabajo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LI,Pulgada lineal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LJ,Spray grande,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LK,Enlazar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LM,Metro lineal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LN,Longitud,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LO,Mucho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LP,Libra liquida,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LPA,Litro de alcohol puro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LR,Capa,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LS,Suma global,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LTN,Ton (Reino Unido) o longton (EE. UU.),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LTR,Litro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LUM,Lumen,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LUN,Mes,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LUX,Lux,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LX,Yarda lineal por libra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
LY,Yarda lineal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M0,Cinta magnética,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M1,Miligramos por litro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M4,Valor monetario,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M5,Microcurie,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M7,Micropulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
M9,Millones de Btu por 1000 pies cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MA,Máquina por unidad,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MAL,Mega litro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MAM,Megametro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MAW,Megavatio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MBE,Mil equivalentes de ladrillo estándar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MBF,Mil pies de tabla,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MBR,Milibar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MC,Microgramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MCU,Milicurie,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MD,Aire seco tonelada métrica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MF,Miligramo por pie cuadrado por lado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MG,Miligramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MHZ,Megahercio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MIK,Milla cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MIL,Mil,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MIN,Minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MIO,Millón,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MIU,Millones de unidades internacionales,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MK,Miligramo por pulgada cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MLD,Mil millones,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MLT,Mililitro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MMK,Milímetro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MMQ,Milímetro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MMT,Milímetro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MNI,Milla nautica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MPA,Megapascal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MQ,Mil metros,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MQH,Metro cúbico por hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MQS,Metro cúbico por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MSK,Metro por segundo al cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MT,Estera,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MTK,Metro cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MTQ,Metro cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MTR,Metro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MTS,Metro por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MV,Número de mults,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MVA,Megavolt – ampere,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
MWH,Megavatios hora (1000 kW.h),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
N1,Calorías de la pluma,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
N2,Número de líneas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
N3,Punto de impresión,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NA,Miligramo por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NAR,Número de artículos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NB,Barcaza,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NBB,Número de bobinas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NC,Coche,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NCL,Número de celdas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
ND,Barril neto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NE,Litro neto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NEW,Newton,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NF,Mensaje,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NG,Galón neto (nosotros),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NH,Hora del mensaje,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NI,Galón imperial neto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NIU,Número de unidades internacionales,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NJ,Número de pantallas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NL,Carga,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NMP,Número de paquetes,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NN,Entrenar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NPL,Número de parcelas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NPR,Número de pares,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NQ,Mho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NR,Micromho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NRL,Número de rollos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NT,Tonelada neta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NTT,Registro neto de toneladas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NU,Medidor de newton,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NV,Vehículo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NX,Parte por mil,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
NY,Libra por aire seco tonelada métrica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OA,Panel,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OCS,Puntuación,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OHM,Ohm,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
ONZ,Onza,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OP,Dos paquetes,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OT,Hora extra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OZA,Onza líquida (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
OZI,Onza líquida (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P0,Pagina – electronica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P1,Por ciento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P2,Libra por pie,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P3,Paquete de tres,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P4,Paquete de cuatro,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P5,Paquete de cinco,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P6,Paquete de seis,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P7,Paquete de siete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P8,Paquete de ocho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
P9,Paquete de nueve,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PA,Paquete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PAL,Pascal,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PB,Par de pulgadas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PD,Almohadilla,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PE,Equivalente en libras,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PF,Palet (ascensor),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PG,Plato,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PGL,Galón de prueba,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
Pi,Tono,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PK,Paquete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PL,Cubo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PM,Porcentaje de libra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PN,Libra neta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PO,Libra por pulgada de longitud,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PQ,Página por pulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PR,Par,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PT,Pinta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PTD,Pinta seca,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PTI,Pinta (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PTL,Pinta liquida (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PU,Bandeja / paquete de bandeja,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PV,Media pinta (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PW,Libra por pulgada de ancho,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PY,Peck Dry (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
PZ,Peck Dry (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
Q3,Comida,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QA,Página – facsímil,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QAN,Cuarto (de un año),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QB,Página – copia impresa,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QD,Cuarto de docena,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QH,Un cuarto de hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QK,Cuarto de kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QR,Mano de papel,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QT,Cuarto de galón (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QTD,Cuarto seco (EE. UU.),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QTI,Cuarto de galón (Reino Unido),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QTL,Cuarto líquido (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
QTR,Cuarto (UK),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
R1,Pica,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
R4,Caloría,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
R9,Mil metros cúbicos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RA,Estante,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RD,Barra,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RG,Anillo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RH,Hora de funcionamiento o de funcionamiento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RK,Medida métrica rollo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RL,Carrete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RM,Resma,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RN,Medida métrica de resma,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RO,Rodar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RP,Libra por resma,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RPM,Revoluciones por minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RPS,Revoluciones por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RS,Reiniciar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RT,Ingreso tonelada milla,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
RU,Correr,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S3,Pie cuadrado por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S4,Metro cuadrado por segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S5,Sesenta cuartos de pulgada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S6,Sesión,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S7,Unidad de almacenamiento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
S8,Unidad de publicidad estándar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SA,Saco,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SAN,Medio año (6 meses),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SCR,Escrúpulo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SD,Libra solida,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SE,Sección,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SEC,Segundo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SER,Haz,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SET,Conjunto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SG,Segmento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SHT,Tonelada de envío,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SIE,Siemens,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SK,Camión cisterna dividido,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SL,Hoja de deslizamiento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SMI,Milla (milla estatutaria),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SN,Varilla cuadrada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SO,Carrete,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SON,Son,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SP,Paquete de estante,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SQ,Cuadrado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SR,Tira,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SS,Hoja métrica medida,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SST,Corto estándar (7200 partidos),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
ST,Hoja,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
STN,Tonelada (US) o tonelada corta (UK / US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SV,Patinar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
SX,Envío,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T0,Línea de telecomunicaciones en servicio.,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T1,Mil libras brutas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T3,Mil piezas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T4,Bolsa de mil,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T5,Caja de mil,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T6,Mil galones (US),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T7,Mil impresiones,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
T8,Mil pulgadas lineales,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TA,Décimo pie cúbico,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TAH,Kiloampere hora (mil amperios hora),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TC,Camion,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TD,Termia,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TE,Totalizador,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TF,Diez metros cuadrados,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TI,Mil pulgadas cuadradas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TJ,Mil centímetros cuadrados,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TK,"Tanque, rectangular",Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TL,Mil pies (lineales),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TN,Estaño,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TNE,Tonelada (tonelada métrica),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TNP,Número de partes,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TP,Paquete de diez,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TPR,Diez pares,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TQ,Mil pies,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TQD,Mil metros cúbicos por día,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TR,Diez pies cuadrados,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TRL,Trillón (EUR),Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TS,Mil pies cuadrados,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TSD,Tonelada de sustancia 90% seca,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TSH,Tonelada de vapor por hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TT,Mil metros lineales,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TU,Tubo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TV,Mil kilogramos,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TW,Mil hojas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
TY,"Tanque, cilíndrico",Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
U1,Tratamiento,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
U2,Tableta,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UA,Torr,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UB,Línea de telecomunicaciones en servicio promedio.,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UC,Puerto de telecomunicaciones,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UD,Décimo minuto,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UE,Décima hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UF,Uso por línea de telecomunicación promedio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UH,Diez mil yardas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
UM,Millones de unidades,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
VA,Voltio amperio por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
VI,Frasco,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
VLT,Voltio,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
VQ,Abultar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
VS,Visitar,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
W2,Kilo mojado,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
W4,Dos semanas,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WA,Vatio por kilogramo,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WB,Libra mojada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WCD,Cable,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WE,Tonelada mojada,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WEB,Weber,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WEE,Semana,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WG,Galon de vino,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WH,Rueda,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
WHR,Vatios hora,Código UN/ECE Rec. 20 (Anexo Técnico 1.9 tabla 13.3.6)
