code,name,parent_code,level,category,is_posting,is_active
4220,Arrendamientos,42,3,Ingreso,false,true,
422005,Terrenos,4220,4,Ingreso,true,true,
422010,Construcciones y edificios,4220,4,Ingreso,true,true,
422015,Maquinaria y equipo,4220,4,Ingreso,true,true,
422020,Equipo de oficina,4220,4,Ingreso,true,true,
422025,Equipo de computación y comunicación,4220,4,Ingreso,true,true,
422030,Equipo médico-científico,4220,4,Ingreso,true,true,
422035,Equipo de hoteles y restaurantes,4220,4,Ingreso,true,true,
422040,Flota y equipo de transporte,4220,4,Ingreso,true,true,
422045,Flota y equipo fluvial y/o marítimo,4220,4,Ingreso,true,true,
422050,Flota y equipo aéreo,4220,4,Ingreso,true,true,
422055,Flota y equipo férreo,4220,4,Ingreso,true,true,
422060,"Acueductos, plantas y redes",4220,4,Ingreso,true,true,
422062,Envases y empaques,4220,4,Ingreso,true,true,
422065,Plantaciones agrícolas y forestales,4220,4,Ingreso,true,true,
422070,Aeródromos,4220,4,Ingreso,true,true,
422075,Semovientes,4220,4,Ingreso,true,true,
422099,Ajustes por inflación,4220,4,Ingreso,true,true,
4225,Comisiones,42,3,Ingreso,false,true,
422505,Sobre inversiones,4225,4,Ingreso,true,true,
422510,De concesionarios,4225,4,Ingreso,true,true,
422515,De actividades financieras,4225,4,Ingreso,true,true,
422520,Por venta de servicios de taller,4225,4,Ingreso,true,true,
422525,Por venta de seguros,4225,4,Ingreso,true,true,
422530,Por ingresos para terceros,4225,4,Ingreso,true,true,
422535,Por distribución de películas,4225,4,Ingreso,true,true,
422540,Derechos de autor,4225,4,Ingreso,true,true,
422545,Derechos de programación,4225,4,Ingreso,true,true,
422599,Ajustes por inflación,4225,4,Ingreso,true,true,
4230,Honorarios,42,3,Ingreso,false,true,
423005,Asesorías,4230,4,Ingreso,true,true,
423010,Asistencia técnica,4230,4,Ingreso,true,true,
423015,Administración de vinculadas,4230,4,Ingreso,true,true,
423099,Ajustes por inflación,4230,4,Ingreso,true,true,
4235,Servicios,42,3,Ingreso,false,true,
423505,De báscula,4235,4,Ingreso,true,true,
423510,De transporte,4235,4,Ingreso,true,true,
423515,De prensa,4235,4,Ingreso,true,true,
423520,Administrativos,4235,4,Ingreso,true,true,
423525,Técnicos,4235,4,Ingreso,true,true,
423530,De computación,4235,4,Ingreso,true,true,
423535,De telefax,4235,4,Ingreso,true,true,
423540,Taller de vehículos,4235,4,Ingreso,true,true,
423545,De recepción de aeronaves,4235,4,Ingreso,true,true,
423550,De transporte programa gas natural,4235,4,Ingreso,true,true,
423555,Por contratos,4235,4,Ingreso,true,true,
423560,De trilla,4235,4,Ingreso,true,true,
423565,De mantenimiento,4235,4,Ingreso,true,true,
423570,Al personal,4235,4,Ingreso,true,true,
423575,De casino,4235,4,Ingreso,true,true,
423580,Fletes,4235,4,Ingreso,true,true,
423585,Entre compañías,4235,4,Ingreso,true,true,
423595,Otros,4235,4,Ingreso,true,true,
423599,Ajustes por inflación,4235,4,Ingreso,true,true,
4240,Utilidad en venta de inversiones,42,3,Ingreso,false,true,
424005,Acciones,4240,4,Ingreso,true,true,
424010,Cuotas o partes de interés social,4240,4,Ingreso,true,true,
424015,Bonos,4240,4,Ingreso,true,true,
424020,Cédulas,4240,4,Ingreso,true,true,
424025,Certificados,4240,4,Ingreso,true,true,
424030,Papeles comerciales,4240,4,Ingreso,true,true,
424035,Títulos,4240,4,Ingreso,true,true,
424045,Derechos fiduciarios,4240,4,Ingreso,true,true,
424050,Obligatorias,4240,4,Ingreso,true,true,
424095,Otras,4240,4,Ingreso,true,true,
424099,Ajustes por inflación,4240,4,Ingreso,true,true,
4245,"Utilidad en venta de propiedades, planta y equipo",42,3,Ingreso,false,true,
424504,Terrenos,4245,4,Ingreso,true,true,
424506,Materiales industria petrolera,4245,4,Ingreso,true,true,
424508,Construcciones en curso,4245,4,Ingreso,true,true,
424512,Maquinaria en montaje,4245,4,Ingreso,true,true,
424516,Construcciones y edificaciones,4245,4,Ingreso,true,true,
424520,Maquinaria y equipo,4245,4,Ingreso,true,true,
424524,Equipo de oficina,4245,4,Ingreso,true,true,
424528,Equipo de computación y comunicación,4245,4,Ingreso,true,true,
424532,Equipo médico-científico,4245,4,Ingreso,true,true,
424536,Equipo de hoteles y restaurantes,4245,4,Ingreso,true,true,
424540,Flota y equipo de transporte,4245,4,Ingreso,true,true,
424544,Flota y equipo fluvial y/o marítimo,4245,4,Ingreso,true,true,
424548,Flota y equipo aéreo,4245,4,Ingreso,true,true,
424552,Flota y equipo férreo,4245,4,Ingreso,true,true,
424556,"Acueductos, plantas y redes",4245,4,Ingreso,true,true,
424560,Armamento de vigilancia,4245,4,Ingreso,true,true,
424562,Envases y empaques,4245,4,Ingreso,true,true,
424564,Plantaciones agrícolas y forestales,4245,4,Ingreso,true,true,
424568,Vías de comunicación,4245,4,Ingreso,true,true,
424572,Minas y Canteras,4245,4,Ingreso,true,true,
424580,Pozos artesianos,4245,4,Ingreso,true,true,
424584,Yacimientos,4245,4,Ingreso,true,true,
424588,Semovientes,4245,4,Ingreso,true,true,
424599,Ajustes por inflación,4245,4,Ingreso,true,true,
4248,Utilidad en venta de otros bienes,42,3,Ingreso,false,true,
424805,Intangibles,4248,4,Ingreso,true,true,
424810,Otros activos,4248,4,Ingreso,true,true,
424899,Ajustes por inflación,4248,4,Ingreso,true,true,
4250,Recuperaciones,42,3,Ingreso,false,true,
425005,Deudas malas,4250,4,Ingreso,true,true,
425010,Seguros,4250,4,Ingreso,true,true,
425015,Reclamos,4250,4,Ingreso,true,true,
425020,Reintegro por personal en comisión,4250,4,Ingreso,true,true,
425025,Reintegro garantías,4250,4,Ingreso,true,true,
425030,Descuentos concedidos,4250,4,Ingreso,true,true,
425035,De provisiones,4250,4,Ingreso,true,true,
425040,Gastos bancarios,4250,4,Ingreso,true,true,
425045,De depreciación,4250,4,Ingreso,true,true,
425050,Reintegro de otros costos y gastos,4250,4,Ingreso,true,true,
425099,Ajustes por inflación,4250,4,Ingreso,true,true,
4255,Indemnizaciones,42,3,Ingreso,false,true,
425505,Por siniestro,4255,4,Ingreso,true,true,
425510,Por suministros,4255,4,Ingreso,true,true,
425515,Lucro cesante compañías de seguros,4255,4,Ingreso,true,true,
425520,Daño emergente compañías de seguros,4255,4,Ingreso,true,true,
425525,Por pérdida de mercancía,4255,4,Ingreso,true,true,
425530,Por incumplimiento de contratos,4255,4,Ingreso,true,true,
425535,De terceros,4255,4,Ingreso,true,true,
425540,Por incapacidades ISS,4255,4,Ingreso,true,true,
425595,Otras,4255,4,Ingreso,true,true,
425599,Ajustes por inflación,4255,4,Ingreso,true,true,
4260,Participaciones en concesiones,42,3,Ingreso,false,true,
426099,Ajustes por inflación,4260,4,Ingreso,true,true,
4265,Ingresos de ejercicios anteriores,42,3,Ingreso,false,true,
426599,Ajustes por inflación,4265,4,Ingreso,true,true,
4275,Devoluciones en otras ventas (DB),42,3,Ingreso,false,true,
427599,Ajustes por inflación,4275,4,Ingreso,true,true,
4295,Diversos,42,3,Ingreso,false,true,
429503,CERT,4295,4,Ingreso,true,true,
429505,Aprovechamientos,4295,4,Ingreso,true,true,
429507,Auxilios,4295,4,Ingreso,true,true,
429509,Subvenciones,4295,4,Ingreso,true,true,
429511,Ingresos por investigación y desarrollo,4295,4,Ingreso,true,true,
429513,Por trabajos ejecutados,4295,4,Ingreso,true,true,
429515,Regalías,4295,4,Ingreso,true,true,
429517,Derivados de las exportaciones,4295,4,Ingreso,true,true,
429519,Otros ingresos de explotación,4295,4,Ingreso,true,true,
429521,De la actividad ganadera,4295,4,Ingreso,true,true,
429525,Derechos y licitaciones,4295,4,Ingreso,true,true,
429530,Ingresos por elementos perdidos,4295,4,Ingreso,true,true,
429533,Multas y recargos,4295,4,Ingreso,true,true,
429535,Preavisos descontados,4295,4,Ingreso,true,true,
429537,Reclamos,4295,4,Ingreso,true,true,
429540,Recobro de daños,4295,4,Ingreso,true,true,
429543,Premios,4295,4,Ingreso,true,true,
429545,Bonificaciones,4295,4,Ingreso,true,true,
429547,Productos descontados,4295,4,Ingreso,true,true,
429549,Reconocimientos ISS,4295,4,Ingreso,true,true,
429551,Excedentes,4295,4,Ingreso,true,true,
429553,Sobrantes de caja,4295,4,Ingreso,true,true,
429555,Sobrantes en liquidación fletes,4295,4,Ingreso,true,true,
429557,Subsidios estatales,4295,4,Ingreso,true,true,
429559,Capacitación distribuidores,4295,4,Ingreso,true,true,
429561,De escrituración,4295,4,Ingreso,true,true,
429563,Registro promesas de venta,4295,4,Ingreso,true,true,
429567,"Útiles, papelería y fotocopias",4295,4,Ingreso,true,true,
429571,"Resultados, matrículas y traspasos",4295,4,Ingreso,true,true,
429573,Decoraciones,4295,4,Ingreso,true,true,
429575,Manejo de carga,4295,4,Ingreso,true,true,
429579,Historia clínica,4295,4,Ingreso,true,true,
429581,Ajuste al peso,4295,4,Ingreso,true,true,
429583,Llamadas telefónicas,4295,4,Ingreso,true,true,
429595,Otros,4295,4,Ingreso,true,true,
429599,Ajustes por inflación,4295,4,Ingreso,true,true,
47,Ajustes por inflación,4,2,Ingreso,false,true,
4705,Corrección monetaria,47,3,Ingreso,false,true,
470505,Inversiones (CR),4705,4,Ingreso,true,true,
470510,Inventarios (CR),4705,4,Ingreso,true,true,
470515,"Propiedades, planta y equipo (CR)",4705,4,Ingreso,true,true,
470520,Intangibles (CR),4705,4,Ingreso,true,true,
470525,Activos diferidos,4705,4,Ingreso,true,true,
470530,Otros activos (CR),4705,4,Ingreso,true,true,
470535,Pasivos sujetos de ajuste,4705,4,Ingreso,true,true,
470540,Patrimonio,4705,4,Ingreso,true,true,
470545,Depreciación acumulada (DB),4705,4,Ingreso,true,true,
470550,Depreciación diferida (CR),4705,4,Ingreso,true,true,
470555,Agotamiento acumulado (DB),4705,4,Ingreso,true,true,
470560,Amortización acumulada (DB),4705,4,Ingreso,true,true,
470565,Ingresos operacionales (DB),4705,4,Ingreso,true,true,
470568,Devoluciones en ventas (CR),4705,4,Ingreso,true,true,
470570,Ingresos no operacionales (DB),4705,4,Ingreso,true,true,
470575,Gastos operacionales de administración (CR),4705,4,Ingreso,true,true,
470580,Gastos operacionales de ventas (CR),4705,4,Ingreso,true,true,
470585,Gastos no operacionales (CR),4705,4,Ingreso,true,true,
470590,Compras (CR),4705,4,Ingreso,true,true,
470591,Devoluciones en compras (DB),4705,4,Ingreso,true,true,
470592,Costo de ventas (CR),4705,4,Ingreso,true,true,
470594,Costos de producción o de operación (CR),4705,4,Ingreso,true,true,
5,Gastos,,1,Gasto,false,true,
51,Operacionales de administración,5,2,Gasto,false,true,
5105,Gastos de personal,51,3,Gasto,false,true,
510503,Salario integral,5105,4,Gasto,true,true,
510506,Sueldos,5105,4,Gasto,true,true,
510512,Jornales,5105,4,Gasto,true,true,
510515,Horas extras y recargos,5105,4,Gasto,true,true,
510518,Comisiones,5105,4,Gasto,true,true,
510521,Viáticos,5105,4,Gasto,true,true,
510524,Incapacidades,5105,4,Gasto,true,true,
510527,Auxilio de transporte,5105,4,Gasto,true,true,
510530,Cesantías,5105,4,Gasto,true,true,
510533,Intereses sobre cesantías,5105,4,Gasto,true,true,
510536,Prima de servicios,5105,4,Gasto,true,true,
510539,Vacaciones,5105,4,Gasto,true,true,
510542,Primas extralegales,5105,4,Gasto,true,true,
510545,Auxilios,5105,4,Gasto,true,true,
510548,Bonificaciones,5105,4,Gasto,true,true,
510551,Dotación y suministro a trabajadores,5105,4,Gasto,true,true,
510554,Seguros,5105,4,Gasto,true,true,
510557,Cuotas partes pensiones de jubilación,5105,4,Gasto,true,true,
510558,Amortización cálculo actuarial pensiones de jubilación,5105,4,Gasto,true,true,
510559,Pensiones de jubilación,5105,4,Gasto,true,true,
510560,Indemnizaciones laborales,5105,4,Gasto,true,true,
510561,Amortización bonos pensionales,5105,4,Gasto,true,true,
510562,Amortización títulos pensionales,5105,4,Gasto,true,true,
510563,Capacitación al personal,5105,4,Gasto,true,true,
510566,Gastos deportivos y de recreación,5105,4,Gasto,true,true,
510568,"Aportes a administradoras de riesgos profesionales, ARP",5105,4,Gasto,true,true,
510569,"Aportes a entidades promotoras de salud, EPS",5105,4,Gasto,true,true,
510570,Aportes a fondos de pensiones y/o cesantías,5105,4,Gasto,true,true,
510572,Aportes cajas de compensación familiar,5105,4,Gasto,true,true,
510575,Aportes ICBF,5105,4,Gasto,true,true,
510578,SENA,5105,4,Gasto,true,true,
510581,Aportes sindicales,5105,4,Gasto,true,true,
510584,Gastos médicos y drogas,5105,4,Gasto,true,true,
510595,Otros,5105,4,Gasto,true,true,
510599,Ajustes por inflación,5105,4,Gasto,true,true,
5110,Honorarios,51,3,Gasto,false,true,
511005,Junta directiva,5110,4,Gasto,true,true,
511010,Revisoría fiscal,5110,4,Gasto,true,true,
511015,Auditoría externa,5110,4,Gasto,true,true,
511020,Avalúos,5110,4,Gasto,true,true,
511025,Asesoría jurídica,5110,4,Gasto,true,true,
511030,Asesoría financiera,5110,4,Gasto,true,true,
511035,Asesoría técnica,5110,4,Gasto,true,true,
511095,Otros,5110,4,Gasto,true,true,
511099,Ajustes por inflación,5110,4,Gasto,true,true,
5115,Impuestos,51,3,Gasto,false,true,
511505,Industria y comercio,5115,4,Gasto,true,true,
511510,De timbres,5115,4,Gasto,true,true,
511515,A la propiedad raíz,5115,4,Gasto,true,true,
511520,Derechos sobre instrumentos públicos,5115,4,Gasto,true,true,
511525,De valorización,5115,4,Gasto,true,true,
511530,De turismo,5115,4,Gasto,true,true,
511535,Tasa por utilización de puertos,5115,4,Gasto,true,true,
511540,De vehículos,5115,4,Gasto,true,true,
511545,De espectáculos públicos,5115,4,Gasto,true,true,
511550,Cuotas de fomento,5115,4,Gasto,true,true,
511570,IVA descontable,5115,4,Gasto,true,true,
511595,Otros,5115,4,Gasto,true,true,
511599,Ajustes por inflación,5115,4,Gasto,true,true,
5120,Arrendamientos,51,3,Gasto,false,true,
512005,Terrenos,5120,4,Gasto,true,true,
512010,Construcciones y edificaciones,5120,4,Gasto,true,true,
512015,Maquinaria y equipo,5120,4,Gasto,true,true,
512020,Equipo de oficina,5120,4,Gasto,true,true,
512025,Equipo de computación y comunicación,5120,4,Gasto,true,true,
512030,Equipo médico-científico,5120,4,Gasto,true,true,
512035,Equipo de hoteles y restaurantes,5120,4,Gasto,true,true,
512040,Flota y equipo de transporte,5120,4,Gasto,true,true,
512045,Flota y equipo fluvial y/o marítimo,5120,4,Gasto,true,true,
512050,Flota y equipo aéreo,5120,4,Gasto,true,true,
512055,Flota y equipo férreo,5120,4,Gasto,true,true,
512060,"Acueductos, plantas y redes",5120,4,Gasto,true,true,
512065,Aeródromos,5120,4,Gasto,true,true,
512070,Semovientes,5120,4,Gasto,true,true,
512095,Otros,5120,4,Gasto,true,true,
512099,Ajustes por inflación,5120,4,Gasto,true,true,
5125,Contribuciones y afiliaciones,51,3,Gasto,false,true,
512505,Contribuciones,5125,4,Gasto,true,true,
512510,Afiliaciones y sostenimiento,5125,4,Gasto,true,true,
512599,Ajustes por inflación,5125,4,Gasto,true,true,
5130,Seguros,51,3,Gasto,false,true,
513005,Manejo,5130,4,Gasto,true,true,
513010,Cumplimiento,5130,4,Gasto,true,true,
513015,Corriente débil,5130,4,Gasto,true,true,
513020,Vida colectiva,5130,4,Gasto,true,true,
513025,Incendio,5130,4,Gasto,true,true,
513030,Terremoto,5130,4,Gasto,true,true,
513035,Sustracción y hurto,5130,4,Gasto,true,true,
513040,Flota y equipo de transporte,5130,4,Gasto,true,true,
513045,Flota y equipo fluvial y/o marítimo,5130,4,Gasto,true,true,
513050,Flota y equipo aéreo,5130,4,Gasto,true,true,
513055,Flota y equipo férreo,5130,4,Gasto,true,true,
513060,Responsabilidad civil y extracontractual,5130,4,Gasto,true,true,
513065,Vuelo,5130,4,Gasto,true,true,
513070,Rotura de maquinaria,5130,4,Gasto,true,true,
513075,Obligatorio accidente de tránsito,5130,4,Gasto,true,true,
513080,Lucro cesante,5130,4,Gasto,true,true,
513085,Transporte de mercancía,5130,4,Gasto,true,true,
513095,Otros,5130,4,Gasto,true,true,
513099,Ajustes por inflación,5130,4,Gasto,true,true,
5135,Servicios,51,3,Gasto,false,true,
513505,Aseo y vigilancia,5135,4,Gasto,true,true,
513510,Temporales,5135,4,Gasto,true,true,
513515,Asistencia técnica,5135,4,Gasto,true,true,
513520,Procesamiento electrónico de datos,5135,4,Gasto,true,true,
513525,Acueducto y alcantarillado,5135,4,Gasto,true,true,
513530,Energía eléctrica,5135,4,Gasto,true,true,
513535,Teléfono,5135,4,Gasto,true,true,
513540,"Correo, portes y telegramas",5135,4,Gasto,true,true,
513545,Fax y télex,5135,4,Gasto,true,true,
513550,"Transporte, fletes y acarreos",5135,4,Gasto,true,true,
513555,Gas,5135,4,Gasto,true,true,
513595,Otros,5135,4,Gasto,true,true,
513599,Ajustes por inflación,5135,4,Gasto,true,true,
5140,Gastos legales,51,3,Gasto,false,true,
514005,Notariales,5140,4,Gasto,true,true,
514010,Registro mercantil,5140,4,Gasto,true,true,
514015,Trámites y licencias,5140,4,Gasto,true,true,
514020,Aduaneros,5140,4,Gasto,true,true,
514025,Consulares,5140,4,Gasto,true,true,
514095,Otros,5140,4,Gasto,true,true,
514099,Ajustes por inflación,5140,4,Gasto,true,true,
5145,Mantenimiento y reparaciones,51,3,Gasto,false,true,
514505,Terrenos,5145,4,Gasto,true,true,
514510,Construcciones y edificaciones,5145,4,Gasto,true,true,
514515,Maquinaria y equipo,5145,4,Gasto,true,true,
514520,Equipo de oficina,5145,4,Gasto,true,true,
514525,Equipo de computación y comunicación,5145,4,Gasto,true,true,
514530,Equipo médico-científico,5145,4,Gasto,true,true,
514535,Equipo de hoteles y restaurantes,5145,4,Gasto,true,true,
514540,Flota y equipo de transporte,5145,4,Gasto,true,true,
514545,Flota y equipo fluvial y/o marítimo,5145,4,Gasto,true,true,
514550,Flota y equipo aéreo,5145,4,Gasto,true,true,
514555,Flota y equipo férreo,5145,4,Gasto,true,true,
514560,"Acueductos, plantas y redes",5145,4,Gasto,true,true,
514565,Armamento de vigilancia,5145,4,Gasto,true,true,
514570,Vías de comunicación,5145,4,Gasto,true,true,
514599,Ajustes por inflación,5145,4,Gasto,true,true,
5150,Adecuación e instalación,51,3,Gasto,false,true,
515005,Instalaciones eléctricas,5150,4,Gasto,true,true,
515010,Arreglos ornamentales,5150,4,Gasto,true,true,
515015,Reparaciones locativas,5150,4,Gasto,true,true,
515095,Otros,5150,4,Gasto,true,true,
515099,Ajustes por inflación,5150,4,Gasto,true,true,
5155,Gastos de viaje,51,3,Gasto,false,true,
515505,Alojamiento y manutención,5155,4,Gasto,true,true,
515510,Pasajes fluviales y/o marítimos,5155,4,Gasto,true,true,
515515,Pasajes aéreos,5155,4,Gasto,true,true,
515520,Pasajes terrestres,5155,4,Gasto,true,true,
515525,Pasajes férreos,5155,4,Gasto,true,true,
515595,Otros,5155,4,Gasto,true,true,
515599,Ajustes por inflación,5155,4,Gasto,true,true,
5160,Depreciaciones,51,3,Gasto,false,true,
516005,Construcciones y edificaciones,5160,4,Gasto,true,true,
516010,Maquinaria y equipo,5160,4,Gasto,true,true,
516015,Equipo de oficina,5160,4,Gasto,true,true,
516020,Equipo de computación y comunicación,5160,4,Gasto,true,true,
516025,Equipo médico-científico,5160,4,Gasto,true,true,
516030,Equipo de hoteles y restaurantes,5160,4,Gasto,true,true,
516035,Flota y equipo de transporte,5160,4,Gasto,true,true,
516040,Flota y equipo fluvial y/o marítimo,5160,4,Gasto,true,true,
516045,Flota y equipo aéreo,5160,4,Gasto,true,true,
516050,Flota y equipo férreo,5160,4,Gasto,true,true,
516055,"Acueductos, plantas y redes",5160,4,Gasto,true,true,
516060,Armamento de vigilancia,5160,4,Gasto,true,true,
516099,Ajustes por inflación,5160,4,Gasto,true,true,
5165,Amortizaciones,51,3,Gasto,false,true,
516505,Vías de comunicación,5165,4,Gasto,true,true,
516510,Intangibles,5165,4,Gasto,true,true,
516515,Cargos diferidos,5165,4,Gasto,true,true,
516595,Otras,5165,4,Gasto,true,true,
516599,Ajustes por inflación,5165,4,Gasto,true,true,
5195,Diversos,51,3,Gasto,false,true,
519505,Comisiones,5195,4,Gasto,true,true,
519510,"Libros, suscripciones, periódicos y revistas",5195,4,Gasto,true,true,
519515,Música ambiental,5195,4,Gasto,true,true,
519520,Gastos de representación y relaciones públicas,5195,4,Gasto,true,true,
519525,Elementos de aseo y cafetería,5195,4,Gasto,true,true,
519530,"Útiles, papelería y fotocopias",5195,4,Gasto,true,true,
519535,Combustibles y lubricantes,5195,4,Gasto,true,true,
519540,Envases y empaques,5195,4,Gasto,true,true,
519545,Taxis y buses,5195,4,Gasto,true,true,
519550,Estampillas,5195,4,Gasto,true,true,
519555,Microfilmación,5195,4,Gasto,true,true,
519560,Casino y restaurante,5195,4,Gasto,true,true,
519565,Parqueaderos,5195,4,Gasto,true,true,
519570,Indemnización por daños a terceros,5195,4,Gasto,true,true,
519575,Pólvora y similares,5195,4,Gasto,true,true,
519595,Otros,5195,4,Gasto,true,true,
519599,Ajustes por inflación,5195,4,Gasto,true,true,
5199,Provisiones,51,3,Gasto,false,true,
519905,Inversiones,5199,4,Gasto,true,true,
519910,Deudores,5199,4,Gasto,true,true,
519915,"Propiedades, planta y equipo",5199,4,Gasto,true,true,
519995,Otros activos,5199,4,Gasto,true,true,
519999,Ajustes por inflación,5199,4,Gasto,true,true,
52,Operacionales de ventas,5,2,Gasto,false,true,
5205,Gastos de personal,52,3,Gasto,false,true,
520503,Salario integral,5205,4,Gasto,true,true,
520506,Sueldos,5205,4,Gasto,true,true,
520512,Jornales,5205,4,Gasto,true,true,
520515,Horas extras y recargos,5205,4,Gasto,true,true,
520518,Comisiones,5205,4,Gasto,true,true,
520521,Viáticos,5205,4,Gasto,true,true,
520524,Incapacidades,5205,4,Gasto,true,true,
520527,Auxilio de transporte,5205,4,Gasto,true,true,
520530,Cesantías,5205,4,Gasto,true,true,
520533,Intereses sobre cesantías,5205,4,Gasto,true,true,
520536,Prima de servicios,5205,4,Gasto,true,true,
520539,Vacaciones,5205,4,Gasto,true,true,
520542,Primas extralegales,5205,4,Gasto,true,true,
520545,Auxilios,5205,4,Gasto,true,true,
520548,Bonificaciones,5205,4,Gasto,true,true,
520551,Dotación y suministro a trabajadores,5205,4,Gasto,true,true,
520554,Seguros,5205,4,Gasto,true,true,
520557,Cuotas partes pensiones de jubilación,5205,4,Gasto,true,true,
520558,Amortización cálculo actuarial pensiones de jubilación,5205,4,Gasto,true,true,
520559,Pensiones de jubilación,5205,4,Gasto,true,true,
520560,Indemnizaciones laborales,5205,4,Gasto,true,true,
520561,Amortización bonos pensionales,5205,4,Gasto,true,true,
520562,Amortización títulos pensionales,5205,4,Gasto,true,true,
520563,Capacitación al personal,5205,4,Gasto,true,true,
520566,Gastos deportivos y de recreación,5205,4,Gasto,true,true,
520568,"Aportes a administradoras de riesgos profesionales, ARP",5205,4,Gasto,true,true,
520569,"Aportes a entidades promotoras de salud, EPS",5205,4,Gasto,true,true,
520570,Aportes a fondos de pensiones y/o cesantías,5205,4,Gasto,true,true,
520572,Aportes cajas de compensación familiar,5205,4,Gasto,true,true,
520575,Aportes ICBF,5205,4,Gasto,true,true,
520578,SENA,5205,4,Gasto,true,true,
520581,Aportes sindicales,5205,4,Gasto,true,true,
520584,Gastos médicos y drogas,5205,4,Gasto,true,true,
520595,Otros,5205,4,Gasto,true,true,
520599,Ajustes por inflación,5205,4,Gasto,true,true,
5210,Honorarios,52,3,Gasto,false,true,
521005,Junta directiva,5210,4,Gasto,true,true,
521010,Revisoría fiscal,5210,4,Gasto,true,true,
521015,Auditoría externa,5210,4,Gasto,true,true,
521020,Avalúos,5210,4,Gasto,true,true,
521025,Asesoría jurídica,5210,4,Gasto,true,true,
521030,Asesoría financiera,5210,4,Gasto,true,true,
521035,Asesoría técnica,5210,4,Gasto,true,true,
521095,Otros,5210,4,Gasto,true,true,
521099,Ajustes por inflación,5210,4,Gasto,true,true,
5215,Impuestos,52,3,Gasto,false,true,
521505,Industria y comercio,5215,4,Gasto,true,true,
521510,De timbres,5215,4,Gasto,true,true,
521515,A la propiedad raíz,5215,4,Gasto,true,true,
521520,Derechos sobre instrumentos públicos,5215,4,Gasto,true,true,
521525,De valorización,5215,4,Gasto,true,true,
521530,De turismo,5215,4,Gasto,true,true,
521535,Tasa por utilización de puertos,5215,4,Gasto,true,true,
521540,De vehículos,5215,4,Gasto,true,true,
521545,De espectáculos públicos,5215,4,Gasto,true,true,
521550,Cuotas de fomento,5215,4,Gasto,true,true,
521555,Licores,5215,4,Gasto,true,true,
521560,Cervezas,5215,4,Gasto,true,true,
521565,Cigarrillos,5215,4,Gasto,true,true,
521570,IVA descontable,5215,4,Gasto,true,true,
521595,Otros,5215,4,Gasto,true,true,
521599,Ajustes por inflación,5215,4,Gasto,true,true,
5220,Arrendamientos,52,3,Gasto,false,true,
522005,Terrenos,5220,4,Gasto,true,true,
522010,Construcciones y edificaciones,5220,4,Gasto,true,true,
522015,Maquinaria y equipo,5220,4,Gasto,true,true,
522020,Equipo de oficina,5220,4,Gasto,true,true,
522025,Equipo de computación y comunicación,5220,4,Gasto,true,true,
522030,Equipo médico-científico,5220,4,Gasto,true,true,
522035,Equipo de hoteles y restaurantes,5220,4,Gasto,true,true,
522040,Flota y equipo de transporte,5220,4,Gasto,true,true,
522045,Flota y equipo fluvial y/o marítimo,5220,4,Gasto,true,true,
522050,Flota y equipo aéreo,5220,4,Gasto,true,true,
522055,Flota y equipo férreo,5220,4,Gasto,true,true,
522060,"Acueductos, plantas y redes",5220,4,Gasto,true,true,
522065,Aeródromos,5220,4,Gasto,true,true,
522070,Semovientes,5220,4,Gasto,true,true,
522095,Otros,5220,4,Gasto,true,true,
522099,Ajustes por inflación,5220,4,Gasto,true,true,
5225,Contribuciones y afiliaciones,52,3,Gasto,false,true,
522505,Contribuciones,5225,4,Gasto,true,true,
522510,Afiliaciones y sostenimiento,5225,4,Gasto,true,true,
522599,Ajustes por inflación,5225,4,Gasto,true,true,
5230,Seguros,52,3,Gasto,false,true,
523005,Manejo,5230,4,Gasto,true,true,
523010,Cumplimiento,5230,4,Gasto,true,true,
523015,Corriente débil,5230,4,Gasto,true,true,
523020,Vida colectiva,5230,4,Gasto,true,true,
523025,Incendio,5230,4,Gasto,true,true,
523030,Terremoto,5230,4,Gasto,true,true,
523035,Sustracción y hurto,5230,4,Gasto,true,true,
523040,Flota y equipo de transporte,5230,4,Gasto,true,true,
523045,Flota y equipo fluvial y/o marítimo,5230,4,Gasto,true,true,
523050,Flota y equipo aéreo,5230,4,Gasto,true,true,
523055,Flota y equipo férreo,5230,4,Gasto,true,true,
523060,Responsabilidad civil y extracontractual,5230,4,Gasto,true,true,
523065,Vuelo,5230,4,Gasto,true,true,
523070,Rotura de maquinaria,5230,4,Gasto,true,true,
523075,Obligatorio accidente de tránsito,5230,4,Gasto,true,true,
523080,Lucro cesante,5230,4,Gasto,true,true,
523095,Otros,5230,4,Gasto,true,true,
523099,Ajustes por inflación,5230,4,Gasto,true,true,
5235,Servicios,52,3,Gasto,false,true,
523505,Aseo y vigilancia,5235,4,Gasto,true,true,
523510,Temporales,5235,4,Gasto,true,true,
523515,Asistencia técnica,5235,4,Gasto,true,true,
523520,Procesamiento electrónico de datos,5235,4,Gasto,true,true,
523525,Acueducto y alcantarillado,5235,4,Gasto,true,true,
523530,Energía eléctrica,5235,4,Gasto,true,true,
523535,Teléfono,5235,4,Gasto,true,true,
523540,"Correo, portes y telegramas",5235,4,Gasto,true,true,
523545,Fax y télex,5235,4,Gasto,true,true,
523550,"Transporte, fletes y acarreos",5235,4,Gasto,true,true,
